category_list,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
|Social Media Advertising|Video|Advertising|, Social Media Advertising ,50000.0,closed,USA,TX,Houston,Houston,1,2010-01-03,2010-03,2010-Q1,2010.0,2010-03-01,2010-03-01,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Android|Mobile|, Mobile ,,closed,AUT,,Vienna,Vienna,1,2009-01-04,2009-04,2009-Q2,2009.0,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Auctions|Television|Video|Advertising|, Television ,48500000.0,acquired,USA,CA,SF Bay Area,San Mateo,5,2006-01-11,2006-11,2006-Q4,2006.0,2007-02-01,2011-03-28,1000000,47500000,0,0,0,0,0,0,0,0,0,0,0,10000000,13000000,20000000,0,0,0,0,0
|Advertising|, Advertising ,10000000.0,acquired,USA,CA,Los Angeles,Pasadena,1,2001-01-01,2001-01,2001-Q1,2001.0,2005-06-12,2005-06-12,0,10000000,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0
|Clean Technology|, Clean Technology ,3750000.0,closed,USA,KS,Kansas City,Lenexa,1,,,,,2008-06-30,2008-06-30,0,3750000,0,0,0,0,0,0,0,0,0,0,0,3750000,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,10350000.0,closed,USA,WA,Seattle,Seattle,2,2009-01-01,2009-01,2009-Q1,2009.0,2010-03-26,2011-06-10,0,10350000,0,0,0,0,0,0,0,0,0,0,0,4550000,5800000,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,24845955.0,acquired,USA,NC,Charlotte,Charlotte,6,2007-01-01,2007-01,2007-Q1,2007.0,2009-11-04,2013-01-04,0,23940640,0,0,0,905315,0,0,0,0,0,0,0,10200000,3000000,0,0,0,0,0,0
|Public Relations|, Public Relations ,6500000.0,acquired,USA,TX,Dallas,Carrollton,2,,,,,2009-10-05,2011-10-18,0,0,0,0,0,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,2400000.0,acquired,USA,IL,Chicago,Lincolnwood,1,1998-01-01,1998-01,1998-Q1,1998.0,2014-02-04,2014-02-04,0,2400000,0,0,0,0,0,0,0,0,0,0,0,2400000,0,0,0,0,0,0,0
|Auctions|Publishing|Advertising|, Publishing ,40400000.0,acquired,USA,CA,SF Bay Area,San Francisco,4,2003-01-01,2003-01,2003-Q1,2003.0,2004-09-01,2012-05-01,0,40400000,0,0,0,0,0,0,0,0,0,0,0,4000000,8000000,23000000,5400000,0,0,0,0
|Social Media|Facebook Applications|Twitter Applications|Advertising|, Facebook Applications ,3500.0,closed,,,,,1,,2009-03,2009-Q1,2009.0,2009-03-28,2009-03-28,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Displays|Location Based Services|Sales and Marketing|News|Mobile Software Tools|Mobile|Advertising|, Location Based Services ,2940000.0,acquired,CAN,ON,Toronto,Toronto,1,2007-01-03,2007-03,2007-Q1,2007.0,2008-06-11,2008-06-11,0,2940000,0,0,0,0,0,0,0,0,0,0,0,2940000,0,0,0,0,0,0,0
|Advertising|, Advertising ,119191000.0,acquired,USA,CA,SF Bay Area,Foster City,7,2004-01-01,2004-01,2004-Q1,2004.0,2005-02-09,2011-09-21,0,119175000,0,0,0,16000,0,0,0,0,0,0,0,1775000,6400000,19000000,0,61000000,0,0,0
|Industrial|Manufacturing|Aerospace|, Industrial ,,acquired,USA,MA,Boston,Marlborough,1,,,,,2014-07-31,2014-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Entertainment|Ad Targeting|Advertising|, Entertainment ,114000000.0,acquired,USA,CA,Los Angeles,Santa Monica,3,2005-01-01,2005-01,2005-Q1,2005.0,2007-01-31,2011-05-09,0,114000000,0,0,0,0,0,0,0,0,0,0,0,0,0,80000000,0,0,0,0,0
|Transportation|Mobility|Mobile|, Mobile ,4160600.0,closed,ESP,,Barcelona,Barcelona,2,2012-01-01,2012-01,2012-Q1,2012.0,2012-09-19,2013-01-01,0,3900600,0,0,260000,0,0,0,0,0,0,0,0,3900600,0,0,0,0,0,0,0
|Email Marketing|Sales and Marketing|Internet Marketing|Social Media Marketing|Social Media|Software|, Social Media ,54493.0,closed,CAN,ON,Ottawa,Ottawa,2,2010-01-12,2010-12,2010-Q4,2010.0,2010-01-01,2011-04-15,0,0,0,0,0,0,54493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Consulting|, Consulting ,5000000.0,acquired,USA,TX,Dallas,Irving,1,1996-01-01,1996-01,1996-Q1,1996.0,2007-01-01,2007-01-01,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|Sales and Marketing|Advertising|, Sales and Marketing ,3100000.0,acquired,USA,CA,Santa Barbara,Carpinteria,1,2003-01-01,2003-01,2003-Q1,2003.0,2006-02-01,2006-02-01,0,3100000,0,0,0,0,0,0,0,0,0,0,0,3100000,0,0,0,0,0,0,0
|Mobile|, Mobile ,29758289.0,acquired,CAN,ON,Toronto,Toronto,2,,,,,2010-03-03,2010-07-13,0,29758289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,1015000.0,acquired,USA,CA,SF Bay Area,San Mateo,2,2011-01-06,2011-06,2011-Q2,2011.0,2012-10-01,2012-11-01,0,1015000,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,0,0,0,0,0
|iOS|Android|Advertising|, Advertising ,2000000.0,closed,USA,CA,SF Bay Area,Campbell,1,,2010-08,2010-Q3,2010.0,2011-06-10,2011-06-10,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media|Curated Web|, Curated Web ,12000.0,closed,,,,,1,2009-01-10,2009-10,2009-Q4,2009.0,2010-01-01,2010-01-01,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health and Wellness|, Health and Wellness ,2500190.0,closed,USA,PA,Philadelphia,Fort Washington,1,,,,,2011-05-18,2011-05-18,0,2500190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|, Advertising ,470000.0,acquired,USA,CA,SF Bay Area,San Francisco,2,2010-01-05,2010-05,2010-Q2,2010.0,2010-05-01,2011-03-07,0,0,0,0,0,0,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health and Wellness|, Health and Wellness ,300000.0,closed,USA,GA,Atlanta,Peachtree City,1,2011-01-01,2011-01,2011-Q1,2011.0,2012-03-29,2012-03-29,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Video|Classifieds|Curated Web|, Classifieds ,10000.0,closed,IND,,Mumbai,Mumbai,1,2007-01-09,2007-09,2007-Q3,2007.0,2007-07-01,2007-07-01,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,23000000.0,acquired,USA,CA,SF Bay Area,Redwood City,1,1997-01-01,1997-01,1997-Q1,1997.0,2005-08-25,2005-08-25,0,23000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000000,0,0,0,0
|Advertising|, Advertising ,2900000.0,closed,NOR,,NOR - Other,Fredrikstad,3,2005-01-11,2005-11,2005-Q4,2005.0,2005-11-01,2007-12-01,400000,2500000,0,0,0,0,0,0,0,0,0,0,0,1500000,1000000,0,0,0,0,0,0
|Advertising|, Advertising ,27000000.0,acquired,USA,CA,SF Bay Area,San Bruno,2,2006-08-08,2006-08,2006-Q3,2006.0,2006-08-01,2007-04-18,0,27000000,0,0,0,0,0,0,0,0,0,0,0,8000000,19000000,0,0,0,0,0,0
|Coupons|Local Based Services|Network Security|Local Advertising|Advertising|, Local Based Services ,100000.0,acquired,USA,CA,SF Bay Area,San Francisco,2,2009-01-02,2009-02,2009-Q1,2009.0,2011-07-01,2011-09-06,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|, Advertising ,1550000.0,acquired,USA,CA,Los Angeles,Woodland Hills,2,,,,,2008-08-25,2009-05-13,0,1550000,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
|Publishing|Internet|Marketplaces|Advertising|, Internet ,6500000.0,acquired,GBR,,London,London,1,2007-01-01,2007-01,2007-Q1,2007.0,2008-03-01,2008-03-01,0,6500000,0,0,0,0,0,0,0,0,0,0,0,0,6500000,0,0,0,0,0,0
|Software|, Software ,1540000.0,acquired,USA,CA,SF Bay Area,San Francisco,3,2010-01-08,2010-08,2010-Q3,2010.0,2010-11-01,2011-12-09,1540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|E-Commerce|Advertising|, E-Commerce ,600000.0,closed,DNK,,Copenhagen,Copenhagen,1,2011-01-10,2011-10,2011-Q4,2011.0,2012-04-01,2012-04-01,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Auctions|Software|Advertising|, Auctions ,30000000.0,acquired,USA,NY,New York City,New York,3,2007-01-10,2007-10,2007-Q4,2007.0,2008-11-10,2010-08-01,0,30000000,0,0,0,0,0,0,0,0,0,0,0,7000000,8000000,15000000,0,0,0,0,0
|Real Time|Optimization|Internet|Advertising|, Internet ,5000000.0,acquired,SWE,,Gothenburg,G�teborg,1,2002-01-01,2002-01,2002-Q1,2002.0,2008-01-01,2008-01-01,0,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
|Mobile|Advertising|, Advertising ,46800000.0,acquired,USA,CA,SF Bay Area,Mountain View,4,2006-01-12,2006-12,2006-Q4,2006.0,2006-09-01,2009-01-29,0,46800000,0,0,0,0,0,0,0,0,0,0,0,3600000,15000000,28200000,0,0,0,0,0
|Advertising|, Advertising ,5000000.0,acquired,USA,CA,SF Bay Area,San Mateo,1,2011-01-07,2011-07,2011-Q3,2011.0,2012-09-30,2012-09-30,0,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,42500000.0,acquired,USA,MA,Boston,Waltham,2,2002-01-01,2002-01,2002-Q1,2002.0,2006-06-26,2007-08-07,0,42500000,0,0,0,0,0,0,0,0,0,0,0,0,27000000,15500000,0,0,0,0,0
|Displays|Analytics|Software|Advertising|, Displays ,29125000.0,acquired,USA,TX,Austin,Austin,4,2005-01-01,2005-01,2005-Q1,2005.0,2007-02-07,2012-12-28,0,29125000,0,0,0,0,0,0,0,0,0,0,0,5000000,10025000,6000000,8100000,0,0,0,0
|Advertising|Analytics|Displays|Software|, Displays ,450000.0,acquired,,,,,1,2006-01-01,2006-01,2006-Q1,2006.0,2010-01-12,2010-01-12,0,0,0,0,0,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Messaging|, Messaging ,22000000.0,acquired,USA,CA,SF Bay Area,Cupertino,2,1999-01-08,1999-08,1999-Q3,1999.0,1999-11-01,2007-06-28,0,22000000,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0
|Social Media|Social Commerce|News|, Social Commerce ,56464869.0,acquired,USA,WA,Seattle,Seattle,5,2009-01-02,2009-02,2009-Q1,2009.0,2010-07-06,2013-10-31,0,56464869,0,0,0,0,0,0,0,0,0,0,0,0,0,36000000,0,0,0,0,0
|Monetization|Video|Advertising|, Video ,1230000.0,acquired,USA,NY,New York City,New York,2,,2007-02,2007-Q1,2007.0,2007-07-31,2008-04-01,1230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Auctions|Algorithms|Search Marketing|Optimization|Semantic Search|Advertising|, Advertising ,,acquired,FRA,,Paris,Paris,1,2010-01-01,2010-01,2010-Q1,2010.0,2013-02-01,2013-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Displays|Graphics|Advertising|, Advertising ,17807000.0,acquired,USA,WA,Seattle,Seattle,4,2006-01-01,2006-01,2006-Q1,2006.0,2007-07-01,2012-06-19,0,17807000,0,0,0,0,0,0,0,0,0,0,0,2000000,10000000,5300000,0,0,0,0,0
|Services|Software|Advertising|, Software ,20000000.0,acquired,USA,WA,Seattle,Bellevue,1,2007-01-01,2007-01,2007-Q1,2007.0,2011-09-01,2011-09-01,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|, Advertising ,,acquired,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2011-01,2011-Q1,2011.0,2011-04-01,2012-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|, Advertising ,1300000.0,acquired,USA,NY,New York City,New York,1,2008-01-07,2008-07,2008-Q3,2008.0,2009-02-01,2009-02-01,0,1300000,0,0,0,0,0,0,0,0,0,0,0,1300000,0,0,0,0,0,0,0
|Advertising|, Advertising ,100000.0,acquired,USA,CA,SF Bay Area,San Jose,1,,2007-03,2007-Q1,2007.0,2007-07-05,2007-07-05,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Lighting|Clean Energy|Clean Technology|, Clean Energy ,25500000.0,acquired,USA,CA,SF Bay Area,San Francisco,3,2008-01-01,2008-01,2008-Q1,2008.0,2008-10-16,2012-04-26,0,25500000,0,0,0,0,0,0,0,0,0,0,0,5000000,20500000,0,0,0,0,0,0
|Search|Performance Marketing|Incentives|Sales and Marketing|Internet|Advertising|, Search ,100000.0,closed,USA,NY,New York City,New York,1,,2013-04,2013-Q2,2013.0,2004-04-01,2004-04-01,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,33500000.0,acquired,USA,CT,Hartford,Westport,2,2003-01-01,2003-01,2003-Q1,2003.0,2005-11-21,2007-02-27,0,33500000,0,0,0,0,0,0,0,0,0,0,0,0,8000000,25500000,0,0,0,0,0
,,,acquired,ESP,,Zaragoza,Zaragoza,1,2001-01-01,2001-01,2001-Q1,2001.0,2007-02-20,2007-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health Care|, Health Care ,16211800.0,acquired,ESP,,Barcelona,Barcelona,1,2001-01-01,2001-01,2001-Q1,2001.0,2007-11-29,2007-11-29,0,16211800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Hardware + Software|, Hardware + Software ,5455180.0,acquired,USA,NC,Raleigh,Morrisville,6,,,,,2009-03-30,2013-05-24,0,5000000,0,0,0,455180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Business Intelligence|Technology|Advertising|Sales and Marketing|Software|, Advertising ,500000.0,closed,USA,CT,Hartford,Stamford,1,2007-01-02,2007-02,2007-Q1,2007.0,2007-02-15,2007-02-15,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,closed,USA,CA,Los Angeles,Chatsworth,1,1995-01-01,1995-01,1995-Q1,1995.0,2012-01-01,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|App Marketing|Mobile|, App Marketing ,,acquired,USA,PA,Philadelphia,Wayne,1,1998-03-01,1998-01,1998-Q1,1998.0,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,2000000.0,closed,ISR,,Tel Aviv,Tel Aviv,1,2007-01-01,2007-01,2007-Q1,2007.0,2010-05-02,2010-05-02,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Clean Technology|, Clean Technology ,13000000.0,closed,USA,CA,SF Bay Area,Fremont,1,2009-01-01,2009-01,2009-Q1,2009.0,2008-03-18,2008-03-18,0,13000000,0,0,0,0,0,0,0,0,0,0,0,13000000,0,0,0,0,0,0,0
|Semiconductors|, Semiconductors ,24000000.0,acquired,ISR,,Tel Aviv,Ra'anana,3,2004-01-01,2004-01,2004-Q1,2004.0,2005-01-25,2007-03-13,0,24000000,0,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0
|Internet Marketing|Enterprise Software|, Internet Marketing ,980000.0,closed,USA,CA,SF Bay Area,Sunnyvale,1,,,,,2008-12-05,2008-12-05,980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Solar|Clean Technology|, Solar ,,acquired,,,,,2,,,,,2003-01-01,2007-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Consulting|, Consulting ,2930000.0,closed,GBR,,Bellshill,Bellshill,2,,,,,2005-07-24,2009-03-03,0,2930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile|, Mobile ,1000000.0,acquired,USA,CA,SF Bay Area,Menlo Park,1,,,,,2009-06-17,2009-06-17,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|, Advertising ,24997.0,closed,GBR,,London,Cambridge,1,2011-01-01,2011-01,2011-Q1,2011.0,2011-05-01,2011-05-01,0,24997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Analytics|SaaS|Advertising|, SaaS ,22800000.0,acquired,USA,WA,Seattle,Seattle,3,2005-01-01,2005-01,2005-Q1,2005.0,2007-02-01,2011-04-04,0,22800000,0,0,0,0,0,0,0,0,0,0,0,9800000,10000000,3000000,0,0,0,0,0
|Advertising|, Advertising ,1400000.0,closed,USA,CA,SF Bay Area,Palo Alto,2,2006-01-01,2006-01,2006-Q1,2006.0,2007-01-01,2008-04-30,0,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|, Advertising ,10250000.0,closed,USA,CA,SF Bay Area,Brisbane,1,,,,,2007-08-01,2007-08-01,0,10250000,0,0,0,0,0,0,0,0,0,0,0,10250000,0,0,0,0,0,0,0
|Clean Technology|, Clean Technology ,6500000.0,acquired,GBR,,GBR - Other,,1,,,,,2008-08-28,2008-08-28,0,6500000,0,0,0,0,0,0,0,0,0,0,0,6500000,0,0,0,0,0,0,0
,,1304000.0,acquired,USA,CO,Denver,Lafayette,1,,,,,2011-06-08,2011-06-08,0,0,0,0,0,1304000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8000000.0,acquired,USA,MA,Boston,Woburn,1,2000-01-10,2000-10,2000-Q4,2000.0,2006-03-01,2006-03-01,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0
|Semiconductors|, Semiconductors ,7970000.0,acquired,USA,CA,SF Bay Area,Mountain View,1,2001-01-06,2001-06,2001-Q2,2001.0,2006-07-01,2006-07-01,0,7970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Web Hosting|, Web Hosting ,40000000.0,acquired,GBR,,Belfast,Belfast,3,1999-01-01,1999-01,1999-Q1,1999.0,2005-03-04,2010-06-30,0,40000000,0,0,0,0,0,0,0,0,0,0,0,0,20000000,20000000,0,0,0,0,0
|Wireless|RFID|Mobile|, Wireless ,28000000.0,acquired,USA,CA,SF Bay Area,Redwood City,2,1999-01-01,1999-01,1999-Q1,1999.0,2008-04-15,2010-11-04,0,28000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,16000000,0,0,0
|Biotechnology|, Biotechnology ,120500000.0,closed,USA,CA,CA - Other,Lucerne Valley,5,2004-01-01,2004-01,2004-Q1,2004.0,2007-03-28,2011-03-21,0,98500000,0,0,0,22000000,0,0,0,0,0,0,0,0,0,60000000,0,0,0,0,0
|Biotechnology|, Biotechnology ,,acquired,GBR,,Newcastle,Newcastle Upon Tyne,1,,,,,2011-09-30,2011-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|, Advertising ,85000000.0,acquired,IND,,Mumbai,Mumbai,2,2006-01-01,2006-01,2006-Q1,2006.0,1999-10-01,2002-01-01,0,85000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,,acquired,USA,CA,SF Bay Area,San Francisco,1,,,,,2006-01-01,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health Care|Pharmaceuticals|Biotechnology|, Health Care ,63800000.0,acquired,USA,TX,Austin,Austin,4,2000-01-01,2000-01,2000-Q1,2000.0,2010-05-21,2013-09-11,0,33000000,0,0,0,30800000,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0
|Games|, Games ,27500000.0,acquired,USA,CA,SF Bay Area,Santa Clara,1,2002-01-01,2002-01,2002-Q1,2002.0,2005-10-03,2005-10-03,0,27500000,0,0,0,0,0,0,0,0,0,0,0,0,0,27500000,0,0,0,0,0
|Biotechnology|, Biotechnology ,,acquired,USA,MA,Boston,Beverly,1,2000-01-01,2000-01,2000-Q1,2000.0,1998-01-01,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,1171300.0,acquired,USA,MA,Boston,Boston,1,2000-01-01,2000-01,2000-Q1,2000.0,2011-12-02,2011-12-02,0,1171300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|, Advertising ,74311925.0,acquired,USA,CA,SF Bay Area,San Mateo,8,2006-01-03,2006-03,2006-Q1,2006.0,2005-01-01,2013-04-01,500000,63224450,0,0,0,10587475,0,0,0,0,0,0,0,5000000,20000000,9000000,14566285,11392065,0,0,0
|Gift Card|Social Media|, Social Media ,50000.0,closed,USA,MD,Baltimore,Columbia,1,2012-01-01,2012-01,2012-Q1,2012.0,2012-01-01,2012-01-01,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,735330.0,acquired,BEL,,Brussels,Braine-l'alleud,1,,,,,2012-03-01,2012-03-01,735330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,10925000.0,closed,USA,CO,Denver,Longmont,2,1997-01-01,1997-01,1997-Q1,1997.0,2009-06-26,2011-03-22,0,10925000,0,0,0,0,0,0,0,0,0,0,0,0,5680000,5245000,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,2000000.0,acquired,USA,CA,SF Bay Area,Pleasanton,1,2005-01-01,2005-01,2005-Q1,2005.0,2005-11-10,2005-11-10,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,22000000.0,acquired,USA,CA,SF Bay Area,Santa Clara,2,,,,,2007-10-15,2009-04-10,0,22000000,0,0,0,0,0,0,0,0,0,0,0,0,13000000,0,0,0,0,0,0
|Nanotechnology|, Nanotechnology ,1000000.0,closed,USA,CA,Sacramento,Roseville,1,,,,,2005-09-13,2005-09-13,0,1000000,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,37700000.0,acquired,USA,CA,Sacramento,Davis,2,1995-01-01,1995-01,1995-Q1,1995.0,2007-12-04,2011-03-21,0,37700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Clean Technology|, Clean Technology ,81672000.0,closed,DEU,,Munster,M�nster-sarmsheim,1,2004-01-01,2004-01,2004-Q1,2004.0,2009-05-19,2009-05-19,0,81672000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile|, Mobile ,3000000.0,acquired,USA,CA,SF Bay Area,Palo Alto,1,,,,,2008-06-09,2008-06-09,0,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
|Web CMS|Advertising|Visualization|Creative|Media|Web Development|Software|, Web CMS ,,closed,,,,,1,2007-01-10,2007-10,2007-Q4,2007.0,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,17000000.0,acquired,USA,ME,ME - Other,Limington,2,2002-01-01,2002-01,2002-Q1,2002.0,2005-01-19,2007-03-09,0,17000000,0,0,0,0,0,0,0,0,0,0,0,0,17000000,0,0,0,0,0,0
|Mobile|, Mobile ,17300000.0,acquired,USA,CA,SF Bay Area,San Jose,2,2000-01-01,2000-01,2000-Q1,2000.0,2007-03-14,2008-09-03,0,17300000,0,0,0,0,0,0,0,0,0,0,0,0,0,14300000,3000000,0,0,0,0
|Location Based Services|Gps|Semiconductors|, Semiconductors ,10000000.0,closed,GBR,,Swindon,Swindon,1,,2006-05,2006-Q2,2006.0,2006-04-11,2006-04-11,0,10000000,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0
|Mobile|, Mobile ,25000000.0,acquired,USA,GA,Atlanta,Atlanta,1,1999-01-01,1999-01,1999-Q1,1999.0,2006-09-26,2006-09-26,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile|, Mobile ,2500000.0,acquired,CAN,QC,Montreal,Montr�al,2,,,,,2009-01-12,2009-04-27,0,2500000,0,0,0,0,0,0,0,0,0,0,0,2000000,500000,0,0,0,0,0,0
|Software|Supply Chain Management|Cloud Computing|Transportation|Mobile|, Transportation ,27500000.0,acquired,USA,PA,Philadelphia,Feasterville Trevose,2,1999-01-01,1999-01,1999-Q1,1999.0,2000-03-28,2007-02-20,0,27500000,0,0,0,0,0,0,0,0,0,0,0,15000000,0,12500000,0,0,0,0,0
|Biotechnology|, Biotechnology ,20000000.0,acquired,USA,CA,San Diego,San Diego,1,2006-01-12,2006-12,2006-Q4,2006.0,2010-11-11,2010-11-11,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0
|Wireless|Mobile Security|Location Based Services|Mobility|Mobile|, Wireless ,3675000.0,acquired,USA,MD,Baltimore,Columbia,1,2006-01-01,2006-01,2006-Q1,2006.0,2011-04-20,2011-04-20,0,0,0,0,0,3675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile Devices|Mobile|, Mobile ,225000000.0,acquired,USA,GA,Atlanta,Atlanta,2,2003-01-01,2003-01,2003-Q1,2003.0,2013-02-24,2013-05-16,0,225000000,0,0,0,0,0,0,0,0,0,0,0,225000000,0,0,0,0,0,0,0
|Software|, Software ,32559918.0,acquired,USA,MA,Boston,Burlington,2,2004-01-01,2004-01,2004-Q1,2004.0,2006-01-25,2009-04-23,0,32559918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,7559918,0,0,0
|Startups|Retail|Apps|iPhone|Mobile Commerce|Mobile|, iPhone ,11500000.0,acquired,USA,MA,Boston,Boston,2,2009-01-01,2009-01,2009-Q1,2009.0,2010-11-23,2011-06-13,0,7500000,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,7500000,0,0,0
|Games|, Games ,816000.0,acquired,DEU,,Bremen,Bremen-vegesack,1,,,,,2007-04-26,2007-04-26,816000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Service Providers|Cloud Infrastructure|, Cloud Infrastructure ,,acquired,USA,CO,Denver,Boulder,1,2011-01-01,2011-01,2011-Q1,2011.0,2013-08-21,2013-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
