Sr.no,funding_total_usd,funding_rounds,funding_duration_days,avg_funding_per_round,market_sector,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,product_crowdfunding,status
5255,100000,1,0,100000,Education,0,0,0,0,0,0,100000,0,0,0,closed
5256,20000000,1,0,20000000,Other,0,0,0,0,0,20000000,0,0,0,0,acquired
5257,35800000,2,370,17900000,Healthcare & Biotech,0,35800000,0,0,0,0,0,0,0,0,acquired
5258,20200000,3,821,6733333.333,Mobile & Telecom,2200000,18000000,0,0,0,0,0,0,0,0,acquired
5259,100000,1,0,100000,Advertising & Marketing,100000,0,0,0,0,0,0,0,0,0,closed
5260,36250000,4,1725,9062500,Other,0,36250000,0,0,0,0,0,0,0,0,closed
5261,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
5262,3999974,1,0,3999974,Software & Cloud,0,3999974,0,0,0,0,0,0,0,0,acquired
5263,17414119,1,0,17414119,Mobile & Telecom,0,17414119,0,0,0,0,0,0,0,0,acquired
5264,800000,1,0,800000,Advertising & Marketing,0,800000,0,0,0,0,0,0,0,0,closed
5265,23037230,2,1156,11518615,Software & Cloud,0,20000000,0,0,0,3037230,0,0,0,0,acquired
5266,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
5267,3500000,2,395,1750000,Software & Cloud,0,3500000,0,0,0,0,0,0,0,0,acquired
5268,7338173,1,0,7338173,Healthcare & Biotech,0,7338173,0,0,0,0,0,0,0,0,acquired
5269,9470000,2,141,4735000,Software & Cloud,0,9470000,0,0,0,0,0,0,0,0,closed
5270,550000,1,0,550000,Software & Cloud,550000,0,0,0,0,0,0,0,0,0,acquired
5271,34000000,1,0,34000000,Software & Cloud,0,34000000,0,0,0,0,0,0,0,0,closed
5272,100000,1,0,100000,Consumer & Lifestyle,0,0,0,0,0,0,100000,0,0,0,closed
5273,4650000,2,365,2325000,Software & Cloud,0,4650000,0,0,0,0,0,0,0,0,acquired
5274,11300000,3,1424,3766666.667,Software & Cloud,0,11300000,0,0,0,0,0,0,0,0,closed
5275,4500000,2,418,2250000,Transportation & Automotive,1000000,3500000,0,0,0,0,0,0,0,0,acquired
5276,350000,1,0,350000,Media & Entertainment,350000,0,0,0,0,0,0,0,0,0,closed
5277,2000000,1,0,2000000,Media & Entertainment,0,2000000,0,0,0,0,0,0,0,0,closed
5278,300000,1,0,300000,Healthcare & Biotech,300000,0,0,0,0,0,0,0,0,0,closed
5279,1486851,3,680,495617,Advertising & Marketing,0,986851,0,0,0,500000,0,0,0,0,closed
5280,50000,1,0,50000,Mobile & Telecom,50000,0,0,0,0,0,0,0,0,0,closed
5281,2000000,2,212,1000000,Internet & Web,0,2000000,0,0,0,0,0,0,0,0,closed
5282,1000000,1,0,1000000,Business Services,0,1000000,0,0,0,0,0,0,0,0,acquired
5283,4500000,1,0,4500000,Internet & Web,0,0,0,0,0,0,0,0,0,0,acquired
5284,15599906,6,831,2599984.333,Software & Cloud,0,14299906,0,0,0,0,1300000,0,0,0,acquired
5285,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
5286,5000000,1,0,5000000,Software & Cloud,0,5000000,0,0,0,0,0,0,0,0,closed
5287,70500000,3,2008,23500000,Software & Cloud,0,70500000,0,0,0,0,0,0,0,0,acquired
5288,19700000,6,1865,3283333.333,Software & Cloud,0,19500000,0,0,0,200000,0,0,0,0,acquired
5289,20000000,1,0,20000000,Software & Cloud,0,20000000,0,0,0,0,0,0,0,0,acquired
5290,26200000,3,750,8733333.333,Manufacturing & Industrial,0,26200000,0,0,0,0,0,0,0,0,acquired
5291,7341000,4,725,1835250,Software & Cloud,0,6450000,0,0,0,891000,0,0,0,0,acquired
5292,4500000,1,0,4500000,Software & Cloud,0,4500000,0,0,0,0,0,0,0,0,acquired
5293,39730000,5,1262,7946000,Mobile & Telecom,0,0,0,0,0,0,0,0,0,0,closed
5294,2350000,1,0,2350000,Software & Cloud,0,2350000,0,0,0,0,0,0,0,0,acquired
5295,23500000,2,1315,11750000,Software & Cloud,0,23500000,0,0,0,0,0,0,0,0,closed
5296,10500000,1,0,10500000,Manufacturing & Industrial,0,10500000,0,0,0,0,0,0,0,0,closed
5297,70000,1,0,70000,AI & Data,70000,0,0,0,0,0,0,0,0,0,acquired
5298,2710000,1,0,2710000,Mobile & Telecom,0,2710000,0,0,0,0,0,0,0,0,acquired
5299,19999999,2,68,9999999.5,Manufacturing & Industrial,0,5000000,0,0,0,0,0,0,14999999,0,acquired
5300,91500000,3,1376,30500000,Software & Cloud,0,91500000,0,0,0,0,0,0,0,0,acquired
5301,3500000,1,0,3500000,Software & Cloud,0,3500000,0,0,0,0,0,0,0,0,closed
5302,71390000,3,1823,23796666.67,Software & Cloud,0,71390000,0,0,0,0,0,0,0,0,acquired
5303,3500000,1,0,3500000,Software & Cloud,0,3500000,0,0,0,0,0,0,0,0,acquired
5304,10814567,1,0,10814567,Other,0,0,0,0,0,10814567,0,0,0,0,acquired
5305,250000,1,0,250000,AI & Data,250000,0,0,0,0,0,0,0,0,0,acquired
5306,5750000,1,0,5750000,Advertising & Marketing,0,5750000,0,0,0,0,0,0,0,0,closed
5307,4490000,1,0,4490000,Advertising & Marketing,0,4490000,0,0,0,0,0,0,0,0,acquired
5308,4000000,1,0,4000000,Software & Cloud,0,4000000,0,0,0,0,0,0,0,0,acquired
5309,200000,1,0,200000,Other,200000,0,0,0,0,0,0,0,0,0,closed
5310,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
5311,19000000,2,337,9500000,Advertising & Marketing,0,19000000,0,0,0,0,0,0,0,0,acquired
5312,4500000,1,0,4500000,Advertising & Marketing,0,0,0,0,0,0,0,0,0,0,closed
5313,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
5314,8750000,1,0,8750000,Media & Entertainment,0,8750000,0,0,0,0,0,0,0,0,closed
5315,50000,1,0,50000,Other,50000,0,0,0,0,0,0,0,0,0,closed
5316,281312,1,0,281312,Software & Cloud,0,0,0,0,0,281312,0,0,0,0,closed
5317,13550000,4,1284,3387500,Advertising & Marketing,0,12250000,0,0,0,0,1300000,0,0,0,acquired
5318,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,closed
5319,4500000,1,0,4500000,Advertising & Marketing,0,0,0,0,0,0,0,0,0,0,closed
5320,6340000,2,2129,3170000,Software & Cloud,0,6340000,0,0,0,0,0,0,0,0,acquired
5321,4500000,1,0,4500000,E-commerce & Retail,0,0,0,0,0,0,0,0,0,0,closed
5322,4500000,1,0,4500000,Consumer & Lifestyle,0,0,0,0,0,0,0,0,0,0,closed
5323,1000000,1,0,1000000,Other,0,1000000,0,0,0,0,0,0,0,0,closed
5324,2020593,2,38,1010296.5,Other,0,0,0,0,0,2020593,0,0,0,0,closed
5325,7000000,1,0,7000000,Media & Entertainment,0,7000000,0,0,0,0,0,0,0,0,acquired
5326,73350,1,0,73350,Business Services,73350,0,0,0,0,0,0,0,0,0,closed
5327,4500000,1,0,4500000,Healthcare & Biotech,0,0,0,0,0,0,0,0,0,0,acquired
5328,3200000,2,0,1600000,Business Services,1200000,2000000,0,0,0,0,0,0,0,0,acquired
5329,2700000,1,0,2700000,Business Services,2700000,0,0,0,0,0,0,0,0,0,acquired
5330,50000,1,0,50000,Software & Cloud,50000,0,0,0,0,0,0,0,0,0,closed
5331,10000,1,0,10000,Media & Entertainment,0,10000,0,0,0,0,0,0,0,0,closed
5332,78750000,3,1848,26250000,Software & Cloud,0,78750000,0,0,0,0,0,0,0,0,acquired
5333,21000000,2,788,10500000,Software & Cloud,0,21000000,0,0,0,0,0,0,0,0,closed
5334,7070000,1,0,7070000,Software & Cloud,0,7070000,0,0,0,0,0,0,0,0,acquired
5335,4500000,1,0,4500000,Social & Community,0,0,0,0,0,0,0,0,0,0,closed
5336,5500000,1,0,5500000,Social & Community,0,5500000,0,0,0,0,0,0,0,0,closed
5337,3000000,1,0,3000000,Social & Community,0,3000000,0,0,0,0,0,0,0,0,acquired
5338,10315800,1,0,10315800,Software & Cloud,0,10315800,0,0,0,0,0,0,0,0,acquired
5339,150000,1,0,150000,Software & Cloud,0,0,0,0,0,0,150000,0,0,0,closed
5340,1670000,1,0,1670000,Software & Cloud,0,0,0,0,0,0,0,0,1670000,0,acquired
5341,300000,1,0,300000,Advertising & Marketing,0,300000,0,0,0,0,0,0,0,0,closed
5342,1500000,1,0,1500000,Social & Community,0,0,0,0,0,0,1500000,0,0,0,closed
5343,5038868,4,650,1259717,Media & Entertainment,15000,4600000,0,0,0,423868,0,0,0,0,acquired
5344,2500000,1,0,2500000,Mobile & Telecom,0,2500000,0,0,0,0,0,0,0,0,acquired
5345,11700000,2,324,5850000,Mobile & Telecom,1200000,10500000,0,0,0,0,0,0,0,0,acquired
5346,20000,1,0,20000,Software & Cloud,20000,0,0,0,0,0,0,0,0,0,acquired
5347,4500000,1,0,4500000,Advertising & Marketing,0,0,0,0,0,0,0,0,0,0,acquired
5348,4500000,1,0,4500000,Mobile & Telecom,0,0,0,0,0,0,0,0,0,0,closed
5349,5000000,2,206,2500000,Mobile & Telecom,0,5000000,0,0,0,0,0,0,0,0,closed
5350,550000,2,456,275000,Mobile & Telecom,550000,0,0,0,0,0,0,0,0,0,acquired
5351,4500000,1,0,4500000,Mobile & Telecom,0,0,0,0,0,0,0,0,0,0,acquired
5352,2293122,2,559,1146561,Software & Cloud,0,2078122,0,0,0,215000,0,0,0,0,acquired
5353,2000000,1,0,2000000,Internet & Web,2000000,0,0,0,0,0,0,0,0,0,closed
5354,600000,2,578,300000,AI & Data,0,0,0,0,0,0,600000,0,0,0,acquired
5355,17991299,3,994,5997099.667,Media & Entertainment,0,17991299,0,0,0,0,0,0,0,0,acquired
5356,2800000,4,342,700000,Software & Cloud,0,1000000,0,0,0,0,1800000,0,0,0,acquired
5357,4500000,1,0,4500000,Mobile & Telecom,0,0,0,0,0,0,0,0,0,0,closed
5358,3728379,1,0,3728379,Software & Cloud,0,0,0,0,0,3728379,0,0,0,0,acquired
5359,6000000,1,0,6000000,E-commerce & Retail,0,6000000,0,0,0,0,0,0,0,0,closed
5360,12800000,2,760,6400000,Advertising & Marketing,0,12800000,0,0,0,0,0,0,0,0,acquired
5361,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
5362,18316,1,0,18316,Software & Cloud,18316,0,0,0,0,0,0,0,0,0,closed
5363,250000,1,0,250000,Other,250000,0,0,0,0,0,0,0,0,0,closed
5364,4500000,1,0,4500000,Healthcare & Biotech,0,0,0,0,0,0,0,0,0,0,closed
5365,500000,1,0,500000,E-commerce & Retail,0,0,0,0,0,0,500000,0,0,0,closed
5366,3050000,2,393,1525000,Media & Entertainment,0,3050000,0,0,0,0,0,0,0,0,acquired
5367,300000,1,0,300000,Internet & Web,300000,0,0,0,0,0,0,0,0,0,closed
5368,5847043,1,0,5847043,Manufacturing & Industrial,0,5847043,0,0,0,0,0,0,0,0,acquired
5369,3000000,1,0,3000000,Software & Cloud,0,3000000,0,0,0,0,0,0,0,0,acquired
5370,5000000,1,0,5000000,E-commerce & Retail,0,5000000,0,0,0,0,0,0,0,0,acquired
5371,25000,1,0,25000,Healthcare & Biotech,25000,0,0,0,0,0,0,0,0,0,closed
5372,33000000,5,2345,6600000,Mobile & Telecom,0,29000000,0,0,0,4000000,0,0,0,0,acquired
5373,671226,1,0,671226,Software & Cloud,0,671226,0,0,0,0,0,0,0,0,closed
5374,4500000,1,0,4500000,Business Services,0,0,0,0,0,0,0,0,0,0,acquired
5375,10600000,2,169,5300000,Education,0,0,0,10600000,0,0,0,0,0,0,acquired
5376,3450000,3,877,1150000,Education,0,3450000,0,0,0,0,0,0,0,0,acquired
5377,12000000,1,0,12000000,Software & Cloud,0,12000000,0,0,0,0,0,0,0,0,acquired
5378,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,closed
5379,4500000,1,0,4500000,Mobile & Telecom,0,0,0,0,0,0,0,0,0,0,closed
5380,80000,1,0,80000,Software & Cloud,80000,0,0,0,0,0,0,0,0,0,closed
5381,7760000,5,1383,1552000,Software & Cloud,0,5660000,0,0,0,2100000,0,0,0,0,acquired
5382,1360000,1,0,1360000,Other,0,1360000,0,0,0,0,0,0,0,0,acquired
5383,50000,1,0,50000,Business Services,50000,0,0,0,0,0,0,0,0,0,closed
5384,4800000,1,0,4800000,Media & Entertainment,0,4800000,0,0,0,0,0,0,0,0,closed
5385,14402,1,0,14402,Media & Entertainment,0,0,0,0,0,0,14402,0,0,0,closed
5386,28176,1,0,28176,Advertising & Marketing,28176,0,0,0,0,0,0,0,0,0,closed
5387,446000,1,0,446000,Software & Cloud,0,446000,0,0,0,0,0,0,0,0,closed
5388,62600000,5,2876,12520000,Manufacturing & Industrial,0,62600000,0,0,0,0,0,0,0,0,acquired
5389,600000,2,153,300000,Mobile & Telecom,0,0,0,0,0,0,600000,0,0,0,closed
5390,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
5391,10000000,1,0,10000000,Manufacturing & Industrial,0,10000000,0,0,0,0,0,0,0,0,acquired
5392,300000,1,0,300000,Software & Cloud,0,300000,0,0,0,0,0,0,0,0,closed
5393,150450000,11,2999,13677272.73,Mobile & Telecom,0,75000000,0,0,0,14250000,0,53500000,7700000,0,acquired
5394,19000000,1,0,19000000,Other,0,19000000,0,0,0,0,0,0,0,0,acquired
5395,4900000,2,518,2450000,Social & Community,0,4900000,0,0,0,0,0,0,0,0,closed
5396,35000000,2,690,17500000,Manufacturing & Industrial,0,35000000,0,0,0,0,0,0,0,0,acquired
5397,4500000,4,791,1125000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
5398,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
5399,48260819,4,848,12065204.75,Mobile & Telecom,0,48260819,0,0,0,0,0,0,0,0,acquired
5400,8628852,2,636,4314426,Software & Cloud,0,0,0,0,0,8628852,0,0,0,0,acquired
5401,54321090,1,0,54321090,Media & Entertainment,0,0,0,0,0,0,0,0,54321090,0,acquired
5402,21720000,1,0,21720000,Software & Cloud,0,21720000,0,0,0,0,0,0,0,0,acquired
5403,5260000,2,498,2630000,Software & Cloud,0,5260000,0,0,0,0,0,0,0,0,acquired
5404,6000000,1,0,6000000,Mobile & Telecom,0,6000000,0,0,0,0,0,0,0,0,acquired
5405,3700000,2,577,1850000,Software & Cloud,1000000,2700000,0,0,0,0,0,0,0,0,acquired
5406,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
5407,7858472,3,1363,2619490.667,Software & Cloud,0,7358472,0,0,500000,0,0,0,0,0,acquired
5408,95000000,3,564,31666666.67,Software & Cloud,0,70000000,0,0,0,25000000,0,0,0,0,closed
5409,43500000,1,0,43500000,Software & Cloud,0,43500000,0,0,0,0,0,0,0,0,acquired
5410,18000,1,0,18000,Business Services,18000,0,0,0,0,0,0,0,0,0,closed
5411,235800,1,0,235800,Mobile & Telecom,0,0,0,0,0,0,235800,0,0,0,closed
5412,14650000,1,0,14650000,Software & Cloud,0,14650000,0,0,0,0,0,0,0,0,closed
5413,340966,1,0,340966,Internet & Web,0,0,0,0,0,0,340966,0,0,0,acquired
5414,4820000,4,932,1205000,Education,0,3000000,0,0,0,1820000,0,0,0,0,acquired
5415,3900000,1,0,3900000,Software & Cloud,0,3900000,0,0,0,0,0,0,0,0,acquired
5416,10451998,1,0,10451998,Software & Cloud,0,10451998,0,0,0,0,0,0,0,0,acquired
5417,5800000,2,807,2900000,Advertising & Marketing,0,5800000,0,0,0,0,0,0,0,0,acquired
5418,63047100,4,1283,15761775,Manufacturing & Industrial,0,63047100,0,0,0,0,0,0,0,0,acquired
5419,10400000,2,1481,5200000,Software & Cloud,0,9500000,0,0,0,900000,0,0,0,0,closed
5420,83000000,2,630,41500000,Software & Cloud,0,0,0,0,0,0,0,0,83000000,0,acquired
5421,1200000000,1,0,1200000000,Software & Cloud,0,0,0,0,0,1200000000,0,0,0,0,acquired
5422,28999999,3,1215,9666666.333,Software & Cloud,0,28999999,0,0,0,0,0,0,0,0,acquired
5423,2100000,1,0,2100000,Software & Cloud,0,2100000,0,0,0,0,0,0,0,0,closed
5424,4500000,1,0,4500000,Business Services,0,0,0,0,0,0,0,0,0,0,acquired
5425,7500000,1,0,7500000,Software & Cloud,0,7500000,0,0,0,0,0,0,0,0,acquired
5426,9168528,2,683,4584264,Software & Cloud,0,9168528,0,0,0,0,0,0,0,0,acquired
5427,389652,1,0,389652,Mobile & Telecom,0,0,0,0,0,389652,0,0,0,0,acquired
5428,4500000,1,0,4500000,Social & Community,0,0,0,0,0,0,0,0,0,0,acquired
5429,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
5430,2132250,2,456,1066125,Software & Cloud,0,2132250,0,0,0,0,0,0,0,0,closed
5431,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
5432,4200000,1,0,4200000,Energy & Environment,0,4200000,0,0,0,0,0,0,0,0,closed
5433,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,acquired
5434,2500,1,0,2500,Software & Cloud,2500,0,0,0,0,0,0,0,0,0,closed
5435,100000,1,0,100000,Media & Entertainment,100000,0,0,0,0,0,0,0,0,0,closed
5436,108900000,4,1991,27225000,Other,0,104600000,0,0,0,0,4300000,0,0,0,acquired
5437,63500,2,151,31750,Media & Entertainment,23500,0,0,0,0,0,40000,0,0,0,closed
5438,25609989,4,1402,6402497.25,E-commerce & Retail,0,25609989,0,0,0,0,0,0,0,0,acquired
5439,3344209,2,136,1672104.5,Software & Cloud,0,3344209,0,0,0,0,0,0,0,0,acquired
5440,4500000,2,182,2250000,E-commerce & Retail,0,0,0,0,0,0,0,0,0,0,acquired
5441,34085228,4,1797,8521307,Software & Cloud,0,34085228,0,0,0,0,0,0,0,0,acquired
5442,69300000,7,2878,9900000,Advertising & Marketing,0,69300000,0,0,0,0,0,0,0,0,acquired
5443,5000000,1,0,5000000,Business Services,0,5000000,0,0,0,0,0,0,0,0,acquired
5444,860760,2,800,430380,Media & Entertainment,560760,0,0,0,0,0,300000,0,0,0,closed
5445,1000000,2,387,500000,Social & Community,1000000,0,0,0,0,0,0,0,0,0,acquired
5446,37000000,5,1918,7400000,Media & Entertainment,2000000,35000000,0,0,0,0,0,0,0,0,acquired
5447,30000,1,0,30000,Media & Entertainment,30000,0,0,0,0,0,0,0,0,0,acquired
5448,4500000,1,0,4500000,Financial Services,0,0,0,0,0,0,0,0,0,0,acquired
5449,8500000,1,0,8500000,Software & Cloud,0,8500000,0,0,0,0,0,0,0,0,closed
5450,7300000,2,92,3650000,Software & Cloud,0,4800000,0,0,0,0,2500000,0,0,0,closed
5451,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
5452,350000,3,94,116666.6667,Software & Cloud,0,0,0,0,225000,125000,0,0,0,0,acquired
5453,1500000,2,517,750000,Healthcare & Biotech,500000,1000000,0,0,0,0,0,0,0,0,closed
5454,8963175,1,0,8963175,Other,0,8963175,0,0,0,0,0,0,0,0,acquired
5455,100000,1,0,100000,Media & Entertainment,100000,0,0,0,0,0,0,0,0,0,closed
5456,4500000,1,0,4500000,Social & Community,0,0,0,0,0,0,0,0,0,0,closed
5457,30000000,1,0,30000000,Financial Services,0,30000000,0,0,0,0,0,0,0,0,acquired
5458,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,closed
5459,8000000,1,0,8000000,Media & Entertainment,0,8000000,0,0,0,0,0,0,0,0,acquired
5460,12000000,1,0,12000000,Software & Cloud,0,12000000,0,0,0,0,0,0,0,0,closed
5461,3508462,2,708,1754231,Healthcare & Biotech,0,3508462,0,0,0,0,0,0,0,0,closed
5462,4500000,1,0,4500000,Security,0,0,0,0,0,0,0,0,0,0,closed
5463,32155,1,0,32155,Internet & Web,32155,0,0,0,0,0,0,0,0,0,closed
5464,3685000,2,507,1842500,Software & Cloud,0,3685000,0,0,0,0,0,0,0,0,acquired
5465,31000000,2,153,15500000,Other,0,31000000,0,0,0,0,0,0,0,0,acquired
5466,12999977,2,721,6499988.5,Software & Cloud,0,12999977,0,0,0,0,0,0,0,0,acquired
5467,4200010,2,202,2100005,AI & Data,3000000,1200010,0,0,0,0,0,0,0,0,acquired
5468,96700000,4,796,24175000,Software & Cloud,0,96700000,0,0,0,0,0,0,0,0,closed
5469,532000,2,143,266000,Software & Cloud,12000,0,0,0,0,0,520000,0,0,0,acquired
5470,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
5471,1630000,2,224,815000,Advertising & Marketing,1630000,0,0,0,0,0,0,0,0,0,acquired
5472,27500000,2,1516,13750000,Financial Services,0,0,0,27500000,0,0,0,0,0,0,acquired
5473,16230000,2,245,8115000,Security,0,16230000,0,0,0,0,0,0,0,0,acquired
5474,8000000,2,224,4000000,Advertising & Marketing,0,8000000,0,0,0,0,0,0,0,0,acquired
5475,25000000,1,0,25000000,Software & Cloud,0,25000000,0,0,0,0,0,0,0,0,acquired
5476,180000,1,0,180000,Transportation & Automotive,180000,0,0,0,0,0,0,0,0,0,closed
5477,2750000,1,0,2750000,Media & Entertainment,2750000,0,0,0,0,0,0,0,0,0,acquired
5478,2000000,2,196,1000000,Social & Community,1500000,500000,0,0,0,0,0,0,0,0,acquired
5479,6300000,2,985,3150000,Social & Community,0,6300000,0,0,0,0,0,0,0,0,acquired
5480,600000,1,0,600000,Media & Entertainment,600000,0,0,0,0,0,0,0,0,0,acquired
5481,500000,1,0,500000,Media & Entertainment,0,500000,0,0,0,0,0,0,0,0,closed
5482,50000,1,0,50000,Software & Cloud,50000,0,0,0,0,0,0,0,0,0,closed
5483,10000,1,0,10000,Education,10000,0,0,0,0,0,0,0,0,0,closed
5484,11540578,4,826,2885144.5,Other,0,10340578,0,0,0,0,1200000,0,0,0,acquired
5485,43500019,4,1269,10875004.75,Media & Entertainment,0,43500019,0,0,0,0,0,0,0,0,acquired
5486,2000000,2,365,1000000,Mobile & Telecom,0,1000000,0,0,0,0,1000000,0,0,0,closed
5487,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
5488,2000000,1,0,2000000,Software & Cloud,0,0,0,0,0,2000000,0,0,0,0,acquired
5489,98064,1,0,98064,Software & Cloud,98064,0,0,0,0,0,0,0,0,0,closed
5490,18038630,4,898,4509657.5,Healthcare & Biotech,0,16337998,0,0,0,1700632,0,0,0,0,acquired
5491,10959636,2,162,5479818,E-commerce & Retail,0,10959636,0,0,0,0,0,0,0,0,acquired
5492,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
5493,34000000,1,0,34000000,Other,0,34000000,0,0,0,0,0,0,0,0,acquired
5494,15000,1,0,15000,Other,15000,0,0,0,0,0,0,0,0,0,closed
5495,200000,1,0,200000,Financial Services,200000,0,0,0,0,0,0,0,0,0,closed
5496,27000000,3,1955,9000000,Software & Cloud,0,27000000,0,0,0,0,0,0,0,0,acquired
5497,18500000,2,575,9250000,Software & Cloud,0,18500000,0,0,0,0,0,0,0,0,acquired
5498,4500000,1,0,4500000,E-commerce & Retail,0,0,0,0,0,0,0,0,0,0,closed
5499,127522596,7,2593,18217513.71,Manufacturing & Industrial,0,127522596,0,0,0,0,0,0,0,0,acquired
5500,360000,1,0,360000,Mobile & Telecom,360000,0,0,0,0,0,0,0,0,0,acquired
5501,425000,1,0,425000,Advertising & Marketing,425000,0,0,0,0,0,0,0,0,0,closed
5502,12400000,3,1406,4133333.333,Other,0,12400000,0,0,0,0,0,0,0,0,acquired
5503,4500000,1,0,4500000,Mobile & Telecom,0,0,0,0,0,0,0,0,0,0,closed
5504,6549170,5,1277,1309834,Security,0,5299170,0,0,0,1250000,0,0,0,0,closed
5505,1000000,1,0,1000000,Other,1000000,0,0,0,0,0,0,0,0,0,acquired
5506,6000000,2,153,3000000,Software & Cloud,0,6000000,0,0,0,0,0,0,0,0,closed
5507,11200000,3,1006,3733333.333,Media & Entertainment,0,11200000,0,0,0,0,0,0,0,0,acquired
5508,300000,2,123,150000,Other,0,0,0,0,0,0,300000,0,0,0,acquired
5509,4500000,1,0,4500000,Transportation & Automotive,0,0,0,0,0,0,0,0,0,0,acquired
5510,1000000,1,0,1000000,E-commerce & Retail,0,1000000,0,0,0,0,0,0,0,0,closed
5511,45000000,4,927,11250000,Software & Cloud,0,44000000,0,0,0,1000000,0,0,0,0,closed
5512,350000,1,0,350000,Mobile & Telecom,350000,0,0,0,0,0,0,0,0,0,closed
5513,1000000,2,267,500000,Other,0,0,0,0,0,0,1000000,0,0,0,closed
5514,72000,2,334,36000,Software & Cloud,22000,0,0,0,0,0,50000,0,0,0,closed
5515,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
5516,212361,1,0,212361,E-commerce & Retail,212361,0,0,0,0,0,0,0,0,0,closed
5517,70000,1,0,70000,E-commerce & Retail,70000,0,0,0,0,0,0,0,0,0,acquired
5518,4500000,2,396,2250000,E-commerce & Retail,0,0,0,0,0,0,0,0,0,0,acquired
5519,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
5520,18000,1,0,18000,Social & Community,18000,0,0,0,0,0,0,0,0,0,closed
5521,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
5522,96200000,3,1869,32066666.67,Software & Cloud,0,96200000,0,0,0,0,0,0,0,0,acquired
5523,26000000,3,1055,8666666.667,Other,0,26000000,0,0,0,0,0,0,0,0,acquired
5524,1700000,2,198,850000,Mobile & Telecom,1700000,0,0,0,0,0,0,0,0,0,closed
5525,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,closed
5526,300000,1,0,300000,E-commerce & Retail,300000,0,0,0,0,0,0,0,0,0,acquired
5527,6000000,1,0,6000000,Other,0,6000000,0,0,0,0,0,0,0,0,closed
5528,4500000,1,0,4500000,E-commerce & Retail,0,0,0,0,0,0,0,0,0,0,acquired
5529,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
5530,4500000,2,375,2250000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
5531,3500000,1,0,3500000,Media & Entertainment,0,3500000,0,0,0,0,0,0,0,0,acquired
5532,1000000,1,0,1000000,Media & Entertainment,0,1000000,0,0,0,0,0,0,0,0,closed
5533,11311711,1,0,11311711,Software & Cloud,0,11311711,0,0,0,0,0,0,0,0,acquired
5534,31518531,3,345,10506177,Healthcare & Biotech,2748531,28770000,0,0,0,0,0,0,0,0,acquired
5535,150000,1,0,150000,AI & Data,150000,0,0,0,0,0,0,0,0,0,acquired
5536,16000000,2,431,8000000,Software & Cloud,0,16000000,0,0,0,0,0,0,0,0,acquired
5537,4500000,2,310,2250000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
5538,35200000,6,1735,5866666.667,Social & Community,0,32200000,0,0,0,3000000,0,0,0,0,acquired
5539,900001,1,0,900001,Software & Cloud,900001,0,0,0,0,0,0,0,0,0,acquired
5540,584988,1,0,584988,Software & Cloud,584988,0,0,0,0,0,0,0,0,0,acquired
5541,60000,1,0,60000,Software & Cloud,0,60000,0,0,0,0,0,0,0,0,closed
5542,4500000,1,0,4500000,Travel & Hospitality,0,0,0,0,0,0,0,0,0,0,closed
5543,1600000,1,0,1600000,Mobile & Telecom,0,1600000,0,0,0,0,0,0,0,0,closed
5544,13150000,1,0,13150000,Manufacturing & Industrial,0,13150000,0,0,0,0,0,0,0,0,acquired
